"";"ID";"Education";"number_survey"
"2913";60161;"High School";1
"2914";60163;"8th Grade";1
"2915";60165;"High School";1
"2916";60166;"High School";1
"2917";60170;"College Grad";1
"2918";60174;NA;1
"2919";60183;"College Grad";1
"2920";60184;"College Grad";1
"2921";60185;NA;1
"2922";60186;"Some College";1
"2923";60187;"High School";1
"2924";60188;NA;1
"2925";60190;"Some College";1
"2926";60191;NA;1
"2927";60192;"Some College";1
"2928";60193;NA;1
"2929";60200;"Some College";1
"2930";60203;NA;1
"2931";60204;NA;1
"2932";60205;NA;1
"2933";60209;NA;1
"2934";60210;"College Grad";1
"2935";60211;NA;1
"2936";60213;"Some College";1
"2937";60215;"High School";1
"2938";60218;"College Grad";1
"2939";60219;"High School";1
"2940";60223;"College Grad";1
"2941";60225;NA;1
"2942";60229;"8th Grade";1
"2943";60232;"8th Grade";1
"2944";60233;"College Grad";1
"2945";60242;"College Grad";1
"2946";60244;NA;1
"2947";60250;"Some College";1
"2948";60251;"High School";1
"2949";60252;"Some College";1
"2950";60256;"Some College";1
"2951";60258;NA;1
"2952";60262;NA;1
"2953";60266;NA;1
"2954";60270;"8th Grade";1
"2955";60271;NA;1
"2956";60272;NA;1
"2957";60273;"9 - 11th Grade";1
"2958";60274;"8th Grade";1
"2959";60279;"College Grad";1
"2960";60281;"High School";1
"2961";60290;"College Grad";1
"2962";60291;"College Grad";1
"2963";60293;"Some College";1
"2964";60295;NA;1
"2965";60296;"College Grad";1
"2966";60300;"9 - 11th Grade";1
"2967";60307;NA;1
"2968";60308;"Some College";1
"2969";60309;"Some College";1
"2970";60312;"College Grad";1
"2971";60313;NA;1
"2972";60321;"College Grad";1
"2973";60327;NA;1
"2974";60329;NA;1
"2975";60332;"9 - 11th Grade";1
"2976";60334;"High School";1
"2977";60335;"Some College";1
"2978";60336;NA;1
"2979";60337;"Some College";1
"2980";60341;NA;1
"2981";60342;"Some College";1
"2982";60347;"College Grad";1
"2983";60354;NA;1
"2984";60356;"Some College";1
"2985";60360;"High School";1
"2986";60364;"9 - 11th Grade";1
"2987";60365;NA;1
"2988";60366;"Some College";1
"2989";60367;"College Grad";1
"2990";60369;"College Grad";1
"2991";60371;"Some College";1
"2992";60373;"8th Grade";1
"2993";60375;"College Grad";1
"2994";60376;"High School";1
"2995";60377;"Some College";1
"2996";60386;NA;1
"2997";60392;NA;1
"2998";60394;"High School";1
"2999";60397;"Some College";1
"3000";60404;"8th Grade";1
"3001";60408;"High School";1
"3002";60409;NA;1
"3003";60411;"Some College";1
"3004";60412;"9 - 11th Grade";1
"3005";60414;"High School";1
"3006";60416;NA;1
"3007";60418;"College Grad";1
"3008";60420;NA;1
"3009";60428;NA;1
"3010";60431;"College Grad";1
"3011";60442;"College Grad";1
"3012";60443;NA;1
"3013";60447;NA;1
"3014";60450;"9 - 11th Grade";1
"3015";60452;"9 - 11th Grade";1
"3016";60454;"Some College";1
"3017";60455;NA;1
"3018";60465;"College Grad";1
"3019";60470;"College Grad";1
"3020";60471;"9 - 11th Grade";1
"3021";60472;"College Grad";1
"3022";60475;"High School";1
"3023";60479;"Some College";1
"3024";60482;NA;1
"3025";60486;"Some College";1
"3026";60489;"Some College";1
"3027";60490;"Some College";1
"3028";60491;"Some College";1
"3029";60493;"College Grad";1
"3030";60496;NA;1
"3031";60497;NA;1
"3032";60501;"College Grad";1
"3033";60503;"Some College";1
"3034";60504;NA;1
"3035";60507;"8th Grade";1
"3036";60512;NA;1
"3037";60514;NA;1
"3038";60515;NA;1
"3039";60517;"College Grad";1
"3040";60518;NA;1
"3041";60523;NA;1
"3042";60527;NA;1
"3043";60529;"Some College";1
"3044";60530;NA;1
"3045";60533;"College Grad";1
"3046";60536;"High School";1
"3047";60537;"High School";1
"3048";60540;"High School";1
"3049";60546;"High School";1
"3050";60547;NA;1
"3051";60551;"Some College";1
"3052";60554;NA;1
"3053";60555;"Some College";1
"3054";60556;"High School";1
"3055";60563;NA;1
"3056";60566;"Some College";1
"3057";60568;"Some College";1
"3058";60571;"College Grad";1
"3059";60585;"9 - 11th Grade";1
"3060";60586;"Some College";1
"3061";60588;NA;1
"3062";60591;NA;1
"3063";60592;"9 - 11th Grade";1
"3064";60594;"Some College";1
"3065";60597;NA;1
"3066";60599;"High School";1
"3067";60600;NA;1
"3068";60603;"Some College";1
"3069";60604;NA;1
"3070";60607;"8th Grade";1
"3071";60617;NA;1
"3072";60619;"High School";1
"3073";60622;NA;1
"3074";60632;"High School";1
"3075";60637;NA;1
"3076";60640;"8th Grade";1
"3077";60642;"High School";1
"3078";60652;"College Grad";1
"3079";60654;NA;1
"3080";60656;NA;1
"3081";60658;"High School";1
"3082";60662;NA;1
"3083";60664;"High School";1
"3084";60668;"High School";1
"3085";60669;NA;1
"3086";60671;NA;1
"3087";60677;"College Grad";1
"3088";60685;"9 - 11th Grade";1
"3089";60686;NA;1
"3090";60687;NA;1
"3091";60689;"College Grad";1
"3092";60691;NA;1
"3093";60692;NA;1
"3094";60694;"High School";1
"3095";60698;"College Grad";1
"3096";60699;"9 - 11th Grade";1
"3097";60700;"High School";1
"3098";60706;"High School";1
"3099";60720;NA;1
"3100";60721;"High School";1
"3101";60724;"High School";1
"3102";60727;"9 - 11th Grade";1
"3103";60729;"Some College";1
"3104";60735;"College Grad";1
"3105";60736;NA;1
"3106";60740;"9 - 11th Grade";1
"3107";60741;"Some College";1
"3108";60742;"College Grad";1
"3109";60748;"9 - 11th Grade";1
"3110";60755;"9 - 11th Grade";1
"3111";60756;"College Grad";1
"3112";60759;"College Grad";1
"3113";60763;"High School";1
"3114";60764;NA;1
"3115";60766;"College Grad";1
"3116";60769;"Some College";1
"3117";60770;NA;1
"3118";60776;"High School";1
"3119";60777;NA;1
"3120";60780;NA;1
"3121";60782;"College Grad";1
"3122";60785;"9 - 11th Grade";1
"3123";60787;"College Grad";1
"3124";60792;NA;1
"3125";60797;"8th Grade";1
"3126";60800;"9 - 11th Grade";1
"3127";60802;"Some College";1
"3128";60803;"College Grad";1
"3129";60805;"8th Grade";1
"3130";60810;"College Grad";1
"3131";60822;NA;1
"3132";60823;NA;1
"3133";60824;"College Grad";1
"3134";60827;"High School";1
"3135";60828;"College Grad";1
"3136";60829;"College Grad";1
"3137";60830;NA;1
"3138";60833;"9 - 11th Grade";1
"3139";60835;NA;1
"3140";60837;"9 - 11th Grade";1
"3141";60838;"College Grad";1
"3142";60839;"8th Grade";1
"3143";60841;NA;1
"3144";60843;NA;1
"3145";60846;NA;1
"3146";60848;"College Grad";1
"3147";60850;"Some College";1
"3148";60854;"High School";1
"3149";60855;NA;1
"3150";60856;"High School";1
"3151";60861;"9 - 11th Grade";1
"3152";60864;"High School";1
"3153";60865;"College Grad";1
"3154";60870;"College Grad";1
"3155";60871;"College Grad";1
"3156";60873;"Some College";1
"3157";60875;"9 - 11th Grade";1
"3158";60876;NA;1
"3159";60877;"8th Grade";1
"3160";60887;"College Grad";1
"3161";60888;NA;1
"3162";60889;"High School";1
"3163";60890;NA;1
"3164";60892;NA;1
"3165";60893;"College Grad";1
"3166";60894;"Some College";1
"3167";60899;"College Grad";1
"3168";60902;"High School";1
"3169";60905;"9 - 11th Grade";1
"3170";60907;NA;1
"3171";60910;"College Grad";1
"3172";60913;"High School";1
"3173";60917;NA;1
"3174";60918;"9 - 11th Grade";1
"3175";60921;NA;1
"3176";60922;"8th Grade";1
"3177";60923;"Some College";1
"3178";60928;NA;1
"3179";60930;NA;1
"3180";60931;"Some College";1
"3181";60933;"High School";1
"3182";60934;"High School";1
"3183";60936;NA;1
"3184";60941;NA;1
"3185";60942;NA;1
"3186";60944;"High School";1
"3187";60950;"Some College";1
"3188";60952;NA;1
"3189";60954;"High School";1
"3190";60955;NA;1
"3191";60956;"8th Grade";1
"3192";60959;NA;1
"3193";60960;NA;1
"3194";60966;NA;1
"3195";60970;"College Grad";1
"3196";60971;"College Grad";1
"3197";60977;"College Grad";1
"3198";60980;"College Grad";1
"3199";60985;NA;1
"3200";60992;NA;1
"3201";60994;"Some College";1
"3202";60997;NA;1
"3203";61006;"Some College";1
"3204";61012;NA;1
"3205";61015;"Some College";1
"3206";61020;"9 - 11th Grade";1
"3207";61023;"Some College";1
"3208";61025;"9 - 11th Grade";1
"3209";61033;"Some College";1
"3210";61041;"College Grad";1
"3211";61042;"College Grad";1
"3212";61044;"Some College";1
"3213";61051;"College Grad";1
"3214";61052;"Some College";1
"3215";61054;NA;1
"3216";61059;"Some College";1
"3217";61063;"High School";1
"3218";61069;"Some College";1
"3219";61073;"Some College";1
"3220";61076;NA;1
"3221";61078;"College Grad";1
"3222";61081;"Some College";1
"3223";61082;"Some College";1
"3224";61083;NA;1
"3225";61085;"Some College";1
"3226";61087;NA;1
"3227";61093;NA;1
"3228";61094;"9 - 11th Grade";1
"3229";61101;NA;1
"3230";61103;"Some College";1
"3231";61106;"8th Grade";1
"3232";61108;"High School";1
"3233";61114;NA;1
"3234";61117;NA;1
"3235";61119;"College Grad";1
"3236";61127;"College Grad";1
"3237";61128;"College Grad";1
"3238";61141;"Some College";1
"3239";61145;"Some College";1
"3240";61146;"Some College";1
"3241";61149;NA;1
"3242";61153;"College Grad";1
"3243";61155;"High School";1
"3244";61161;"Some College";1
"3245";61162;"High School";1
"3246";61163;NA;1
"3247";61166;"College Grad";1
"3248";61170;NA;1
"3249";61172;"College Grad";1
"3250";61173;NA;1
"3251";61181;"9 - 11th Grade";1
"3252";61191;"Some College";1
"3253";61192;"College Grad";1
"3254";61194;"8th Grade";1
"3255";61196;"High School";1
"3256";61200;"9 - 11th Grade";1
"3257";61204;"8th Grade";1
"3258";61207;"9 - 11th Grade";1
"3259";61208;"High School";1
"3260";61210;"Some College";1
"3261";61216;NA;1
"3262";61220;"Some College";1
"3263";61224;"College Grad";1
"3264";61225;NA;1
"3265";61229;"College Grad";1
"3266";61231;"College Grad";1
"3267";61234;"Some College";1
"3268";61236;"8th Grade";1
"3269";61238;"Some College";1
"3270";61239;"9 - 11th Grade";1
"3271";61248;"High School";1
"3272";61252;"9 - 11th Grade";1
"3273";61258;"Some College";1
"3274";61259;"Some College";1
"3275";61266;"College Grad";1
"3276";61269;"Some College";1
"3277";61270;"College Grad";1
"3278";61277;NA;1
"3279";61281;"Some College";1
"3280";61283;"9 - 11th Grade";1
"3281";61285;NA;1
"3282";61286;"High School";1
"3283";61294;"Some College";1
"3284";61298;"Some College";1
"3285";61300;"Some College";1
"3286";61302;"Some College";1
"3287";61303;"9 - 11th Grade";1
"3288";61311;"College Grad";1
"3289";61312;"College Grad";1
"3290";61319;"8th Grade";1
"3291";61320;NA;1
"3292";61322;"College Grad";1
"3293";61326;"Some College";1
"3294";61328;"High School";1
"3295";61332;"High School";1
"3296";61334;"High School";1
"3297";61335;NA;1
"3298";61341;NA;1
"3299";61342;"High School";1
"3300";61343;"High School";1
"3301";61352;NA;1
"3302";61356;"Some College";1
"3303";61357;NA;1
"3304";61364;NA;1
"3305";61368;NA;1
"3306";61369;"Some College";1
"3307";61371;NA;1
"3308";61374;"9 - 11th Grade";1
"3309";61375;NA;1
"3310";61376;NA;1
"3311";61384;"College Grad";1
"3312";61390;NA;1
"3313";61391;NA;1
"3314";61394;"High School";1
"3315";61408;NA;1
"3316";61411;"Some College";1
"3317";61419;NA;1
"3318";61420;"Some College";1
"3319";61422;"High School";1
"3320";61424;NA;1
"3321";61427;"High School";1
"3322";61428;"High School";1
"3323";61433;"College Grad";1
"3324";61435;"Some College";1
"3325";61442;"Some College";1
"3326";61444;"9 - 11th Grade";1
"3327";61445;"College Grad";1
"3328";61451;"College Grad";1
"3329";61453;"High School";1
"3330";61458;"College Grad";1
"3331";61461;NA;1
"3332";61467;NA;1
"3333";61471;"High School";1
"3334";61472;NA;1
"3335";61478;"College Grad";1
"3336";61481;NA;1
"3337";61482;"High School";1
"3338";61484;"8th Grade";1
"3339";61486;"Some College";1
"3340";61487;"8th Grade";1
"3341";61488;"College Grad";1
"3342";61489;NA;1
"3343";61492;NA;1
"3344";61496;"College Grad";1
"3345";61503;NA;1
"3346";61505;"Some College";1
"3347";61508;"9 - 11th Grade";1
"3348";61509;"Some College";1
"3349";61510;"High School";1
"3350";61512;"Some College";1
"3351";61515;"High School";1
"3352";61517;"9 - 11th Grade";1
"3353";61519;"College Grad";1
"3354";61520;"9 - 11th Grade";1
"3355";61522;NA;1
"3356";61523;"9 - 11th Grade";1
"3357";61524;"9 - 11th Grade";1
"3358";61525;"Some College";1
"3359";61528;"Some College";1
"3360";61530;"Some College";1
"3361";61532;"9 - 11th Grade";1
"3362";61545;"Some College";1
"3363";61547;NA;1
"3364";61553;NA;1
"3365";61555;"9 - 11th Grade";1
"3366";61558;NA;1
"3367";61561;"High School";1
"3368";61565;"College Grad";1
"3369";61567;NA;1
"3370";61569;"College Grad";1
"3371";61570;"Some College";1
"3372";61571;"College Grad";1
"3373";61573;"Some College";1
"3374";61575;"High School";1
"3375";61577;"College Grad";1
"3376";61578;"9 - 11th Grade";1
"3377";61579;"High School";1
"3378";61581;NA;1
"3379";61582;"College Grad";1
"3380";61583;NA;1
"3381";61584;"High School";1
"3382";61587;"College Grad";1
"3383";61589;"Some College";1
"3384";61595;"8th Grade";1
"3385";61598;NA;1
"3386";61601;"Some College";1
"3387";61603;"9 - 11th Grade";1
"3388";61605;NA;1
"3389";61608;"Some College";1
"3390";61615;"High School";1
"3391";61616;"College Grad";1
"3392";61624;NA;1
"3393";61625;"College Grad";1
"3394";61626;"Some College";1
"3395";61627;NA;1
"3396";61628;"Some College";1
"3397";61630;"College Grad";1
"3398";61631;NA;1
"3399";61634;NA;1
"3400";61635;"College Grad";1
"3401";61637;"9 - 11th Grade";1
"3402";61641;NA;1
"3403";61644;"Some College";1
"3404";61649;"Some College";1
"3405";61650;"High School";1
"3406";61652;"High School";1
"3407";61653;"College Grad";1
"3408";61656;"Some College";1
"3409";61657;"Some College";1
"3410";61659;"College Grad";1
"3411";61660;"High School";1
"3412";61662;NA;1
"3413";61663;"College Grad";1
"3414";61668;"College Grad";1
"3415";61669;"Some College";1
"3416";61670;NA;1
"3417";61672;"College Grad";1
"3418";61673;"9 - 11th Grade";1
"3419";61675;"Some College";1
"3420";61676;"High School";1
"3421";61682;"College Grad";1
"3422";61684;"College Grad";1
"3423";61685;"College Grad";1
"3424";61687;"High School";1
"3425";61688;NA;1
"3426";61690;NA;1
"3427";61693;"Some College";1
"3428";61695;NA;1
"3429";61701;"College Grad";1
"3430";61705;"Some College";1
"3431";61707;"9 - 11th Grade";1
"3432";61713;"College Grad";1
"3433";61715;"College Grad";1
"3434";61718;"Some College";1
"3435";61721;"Some College";1
"3436";61726;NA;1
"3437";61730;"Some College";1
"3438";61731;"Some College";1
"3439";61736;"Some College";1
"3440";61744;NA;1
"3441";61745;"Some College";1
"3442";61748;NA;1
"3443";61752;"High School";1
"3444";61758;NA;1
"3445";61761;NA;1
"3446";61763;"Some College";1
"3447";61770;"8th Grade";1
"3448";61771;"9 - 11th Grade";1
"3449";61777;"Some College";1
"3450";61783;NA;1
"3451";61788;"College Grad";1
"3452";61791;"College Grad";1
"3453";61794;NA;1
"3454";61800;"9 - 11th Grade";1
"3455";61812;"9 - 11th Grade";1
"3456";61814;NA;1
"3457";61816;NA;1
"3458";61819;NA;1
"3459";61820;"College Grad";1
"3460";61824;NA;1
"3461";61825;"Some College";1
"3462";61827;NA;1
"3463";61828;"9 - 11th Grade";1
"3464";61830;"High School";1
"3465";61834;"College Grad";1
"3466";61836;"8th Grade";1
"3467";61839;"9 - 11th Grade";1
"3468";61843;"8th Grade";1
"3469";61844;NA;1
"3470";61846;NA;1
"3471";61848;"Some College";1
"3472";61849;"Some College";1
"3473";61853;"Some College";1
"3474";61855;"Some College";1
"3475";61857;NA;1
"3476";61863;NA;1
"3477";61870;"Some College";1
"3478";61876;"College Grad";1
"3479";61884;NA;1
"3480";61886;"College Grad";1
"3481";61887;NA;1
"3482";61898;NA;1
"3483";61899;"College Grad";1
"3484";61906;NA;1
"3485";61908;"High School";1
"3486";61911;"9 - 11th Grade";1
"3487";61913;"9 - 11th Grade";1
"3488";61914;"College Grad";1
"3489";61917;"College Grad";1
"3490";61922;NA;1
"3491";61923;NA;1
"3492";61930;NA;1
"3493";61931;"High School";1
"3494";61940;NA;1
"3495";61941;"High School";1
"3496";61942;NA;1
"3497";61943;"9 - 11th Grade";1
"3498";61945;NA;1
"3499";61946;NA;1
"3500";61947;"9 - 11th Grade";1
"3501";61954;NA;1
"3502";61956;"College Grad";1
"3503";61957;"Some College";1
"3504";61960;"Some College";1
"3505";61964;"Some College";1
"3506";61968;"9 - 11th Grade";1
"3507";61978;NA;1
"3508";61979;"8th Grade";1
"3509";61987;"High School";1
"3510";61988;NA;1
"3511";61989;"Some College";1
"3512";61990;"College Grad";1
"3513";61993;NA;1
"3514";61996;NA;1
"3515";61998;"High School";1
"3516";62003;NA;1
"3517";62006;"9 - 11th Grade";1
"3518";62007;"Some College";1
"3519";62008;"9 - 11th Grade";1
"3520";62009;NA;1
"3521";62016;NA;1
"3522";62020;NA;1
"3523";62022;NA;1
"3524";62024;NA;1
"3525";62029;"Some College";1
"3526";62032;NA;1
"3527";62036;"College Grad";1
"3528";62037;"College Grad";1
"3529";62039;NA;1
"3530";62040;"High School";1
"3531";62041;"9 - 11th Grade";1
"3532";62044;NA;1
"3533";62047;NA;1
"3534";62049;"College Grad";1
"3535";62053;"Some College";1
"3536";62054;NA;1
"3537";62055;"College Grad";1
"3538";62056;"Some College";1
"3539";62061;NA;1
"3540";62068;"Some College";1
"3541";62070;"Some College";1
"3542";62071;"9 - 11th Grade";1
"3543";62072;"College Grad";1
"3544";62076;"Some College";1
"3545";62086;NA;1
"3546";62087;"High School";1
"3547";62095;NA;1
"3548";62098;"Some College";1
"3549";62100;NA;1
"3550";62102;"High School";1
"3551";62105;"Some College";1
"3552";62107;"Some College";1
"3553";62110;NA;1
"3554";62113;NA;1
"3555";62115;NA;1
"3556";62125;"College Grad";1
"3557";62128;"College Grad";1
"3558";62132;"9 - 11th Grade";1
"3559";62137;"8th Grade";1
"3560";62138;"9 - 11th Grade";1
"3561";62139;"College Grad";1
"3562";62142;"High School";1
"3563";62146;"Some College";1
"3564";62147;NA;1
"3565";62148;"Some College";1
"3566";62149;"Some College";1
"3567";62150;NA;1
"3568";62156;"High School";1
"3569";62163;NA;1
"3570";62172;"High School";1
"3571";62174;"College Grad";1
"3572";62174;"College Grad";2
"3573";62175;NA;1
"3574";62176;"College Grad";1
"3575";62178;"High School";1
"3576";62180;"College Grad";1
"3577";62186;NA;1
